"filename", "handler", "benchmarker", "rate", "time"
"http/frameworks.js", "restify", "test-double-http", 2206, 5.073568638
"http/frameworks.js", "baseline", "test-double-http", 2615, 5.068249833
"http/frameworks.js", "modifyReq", "test-double-http", 2159, 5.072832329
"http/frameworks.js", "modifyProto", "test-double-http", 1982, 5.070787872
"http/frameworks.js", "newProto", "test-double-http", 1966, 5.075817501
"http/frameworks.js", "replaceProto", "test-double-http", 2104, 5.068888436
"http/frameworks.js", "wrapReq", "test-double-http", 1669, 5.152697729
"http/frameworks.js", "proxy", "test-double-http", 1650, 5.079330896
"http/frameworks.js", "modifySome", "test-double-http", 1706, 5.0995601
"http/frameworks.js", "express", "test-double-http", 1726, 5.071773749
"http/frameworks.js", "restify", "test-double-http", 1718, 5.076717939
"http/frameworks.js", "baseline", "test-double-http", 2476, 5.073094283
"http/frameworks.js", "modifyReq", "test-double-http", 2198, 5.06943528
"http/frameworks.js", "modifyProto", "test-double-http", 2103, 5.09236496
"http/frameworks.js", "newProto", "test-double-http", 2211, 5.074550452
"http/frameworks.js", "replaceProto", "test-double-http", 1978, 5.180999166
"http/frameworks.js", "wrapReq", "test-double-http", 1836, 5.074541817
"http/frameworks.js", "proxy", "test-double-http", 1760, 5.072390611
"http/frameworks.js", "modifySome", "test-double-http", 1087, 5.086544943
"http/frameworks.js", "express", "test-double-http", 1649, 5.085041903
"http/frameworks.js", "restify", "test-double-http", 1746, 5.084737502
"http/frameworks.js", "baseline", "test-double-http", 2278, 5.071824512
"http/frameworks.js", "modifyReq", "test-double-http", 2509, 5.077227479
"http/frameworks.js", "modifyProto", "test-double-http", 1637, 6.266778029
"http/frameworks.js", "newProto", "test-double-http", 2489, 5.07423655
"http/frameworks.js", "replaceProto", "test-double-http", 1863, 5.074276863
"http/frameworks.js", "wrapReq", "test-double-http", 1684, 5.212341156
"http/frameworks.js", "proxy", "test-double-http", 2146, 5.070786188
"http/frameworks.js", "modifySome", "test-double-http", 1824, 5.069991423
"http/frameworks.js", "express", "test-double-http", 1921, 5.153830991
"http/frameworks.js", "restify", "test-double-http", 2046, 5.074204002
"http/frameworks.js", "baseline", "test-double-http", 1603, 5.072129374
