"filename", "handler", "benchmarker", "rate", "time"
"http/modify-req.js", "proxy", "test-double-http", 331, 10.94669002
"http/modify-req.js", "modifySome", "test-double-http", 634, 15.188136329
"http/modify-req.js", "baseline", "test-double-http", 2587, 5.136643818
"http/modify-req.js", "modifyReq", "test-double-http", 3056, 5.083588716
"http/modify-req.js", "modifyProto", "test-double-http", 3051, 5.12592541
"http/modify-req.js", "newProto", "test-double-http", 1343, 5.141242233
"http/modify-req.js", "replaceProto", "test-double-http", 2244, 5.077927545
"http/modify-req.js", "wrapReq", "test-double-http", 1782, 5.076000542
"http/modify-req.js", "proxy", "test-double-http", 1609, 5.074173338
"http/modify-req.js", "modifySome", "test-double-http", 1012, 5.962726549
